ticker,sector,industry,marketCap,sharesOutstanding,message
LLY,Healthcare,Drug Manufacturers—General,153091375104.0,956582016.0,
OII,Energy,Oil & Gas Equipment & Services,814297728.0,99304600.0,
MSM,Industrials,Industrial Distribution,4725534208.0,45525500.0,
PRSP,Technology,Information Technology Services,3772996352.0,160964000.0,
HMST,Financial Services,Banks—Regional,729458880.0,21787900.0,
EL,Consumer Defensive,Household & Personal Products,88864677888.0,226538000.0,
IKNX,Basic Materials,Specialty Chemicals,11996445.0,1976350.0,
MRTX,Healthcare,Biotechnology,11981483008.0,49369500.0,
EXR,Real Estate,REIT—Industrial,14267544576.0,129235000.0,
D,Utilities,Utilities—Diversified,61113004032.0,815819008.0,
WPC,Real Estate,REIT—Diversified,12067383296.0,175398000.0,
GALT,Healthcare,Biotechnology,148400448.0,57077100.0,
KOPN,Technology,Electronic Components,150543808.0,85053000.0,
HPQ,Technology,Computer Hardware,29803579392.0,1373500032.0,
BKE,Consumer Cyclical,Apparel Retail,1601303552.0,49407700.0,
OXM,Consumer Cyclical,Apparel Manufacturing,930455232.0,16875800.0,
AMPE,Healthcare,Biotechnology,277582528.0,185055008.0,
CW,Industrials,Specialty Industrial Machinery,4807591424.0,41502000.0,
GPI,Consumer Cyclical,Auto & Truck Dealerships,2240376064.0,18314200.0,
LQDT,Consumer Cyclical,Internet Retail,499939904.0,34045100.0,
TNC,Industrials,Specialty Industrial Machinery,1283887360.0,18473200.0,
CKX,Energy,Oil & Gas E&P,18240174.0,1942500.0,
AEO,Consumer Cyclical,Apparel Retail,3242249984.0,166184000.0,
HL,Basic Materials,Gold,2702902016.0,531022016.0,
ACM,Industrials,Engineering & Construction,7262301696.0,160388992.0,
OCN,Financial Services,Mortgage Finance,230559920.0,8683990.0,
G,Technology,Information Technology Services,7645872640.0,189348000.0,
RYN,Real Estate,REIT—Specialty,4182911488.0,136518000.0,
TREE,Financial Services,Mortgage Finance,3584381696.0,13127200.0,
ASTE,Industrials,Farm & Heavy Construction Machinery,1377132416.0,22609300.0,
LOW,Consumer Cyclical,Home Improvement Retail,115638353920.0,732723008.0,
EA,Communication Services,Electronic Gaming & Multimedia,39362174976.0,289854016.0,
DJCO,Communication Services,Publishing,415881920.0,1380750.0,
ROP,Industrials,Specialty Industrial Machinery,44093431808.0,104872000.0,
NOW,Technology,Software—Application,104838930432.0,195100000.0,
VMC,Basic Materials,Building Materials,18403129344.0,132511000.0,
ESGR,Financial Services,Insurance—Diversified,4577723392.0,18564300.0,
UMPQ,Financial Services,Banks—Regional,3259330048.0,220224992.0,
PMBC,Financial Services,Banks—Regional,115856096.0,22177000.0,
HBP,Industrials,Industrial Distribution,97607800.0,26889200.0,
JCOM,Technology,Software—Infrastructure,4498239488.0,44758600.0,
DPZ,Consumer Cyclical,Restaurants,15104739328.0,39399900.0,
NVDA,Technology,Semiconductors,322208104448.0,619000000.0,
DRH,Real Estate,REIT—Hotel & Motel,1642041344.0,199519008.0,
IHT,Real Estate,REIT—Hotel & Motel,22862524.0,9309020.0,
VLGEA,Consumer Defensive,Grocery Stores,334928960.0,10262100.0,
USEG,Energy,Oil & Gas E&P,11487661.0,2915650.0,
TIF,Consumer Cyclical,Luxury Goods,15931813888.0,121413000.0,
JJSF,Consumer Defensive,Packaged Foods,2891197184.0,18915000.0,
GEL,Energy,Oil & Gas Midstream,870310912.0,122539000.0,
ETR,Utilities,Utilities—Diversified,20579946496.0,200232992.0,
WAB,Industrials,Railroads,14245901312.0,190326000.0,
UBFO,Financial Services,Banks—Regional,130554672.0,16977200.0,
BKH,Utilities,Utilities—Diversified,3710212352.0,62746700.0,
SENEA,Consumer Defensive,Packaged Foods,371977792.0,7361440.0,
BBY,Consumer Cyclical,Specialty Retail,26049865728.0,258832000.0,
FSI,Basic Materials,Specialty Chemicals,30356440.0,12240500.0,
TSRI,Technology,Software—Application,14421141.0,1962060.0,
IVZ,Financial Services,Asset Management,8203723776.0,459166016.0,
LFVN,Consumer Defensive,Packaged Foods,148628800.0,14263800.0,
SRI,Consumer Cyclical,Auto Parts,822851456.0,27005300.0,
GRMN,Technology,Scientific & Technical Instruments,22745729024.0,191236992.0,
APT,Industrials,Building Products & Equipment,164291392.0,13577800.0,
ATOS,Healthcare,Biotechnology,9128736.0,10492800.0,
CATY,Financial Services,Banks—Regional,2404959488.0,79660800.0,
CSII,Healthcare,Medical Devices,1466550400.0,40124500.0,
ACHC,Healthcare,Medical Care Facilities,4184366336.0,88991200.0,
RNR,Financial Services,Insurance—Reinsurance,8495431680.0,50810000.0,
DLR,Real Estate,REIT—Office,36497096704.0,280164992.0,
EXPD,Industrials,Integrated Freight & Logistics,15316880384.0,169266000.0,
EPM,Energy,Oil & Gas E&P,96554640.0,32953800.0,
ISSC,Industrials,Aerospace & Defense,129796576.0,16984400.0,
EXC,Utilities,Utilities—Diversified,40183808000.0,975571968.0,
OXFD,Healthcare,Diagnostics & Research,420321568.0,25961800.0,
FFBC,Financial Services,Banks—Regional,1706496896.0,98018200.0,
ESE,Technology,Scientific & Technical Instruments,2675634176.0,26037700.0,
GOGO,Communication Services,Telecom Services,862727936.0,85249800.0,
CCUR,Technology,Computer Hardware,28667200.0,8972520.0,
TSCO,Consumer Cyclical,Specialty Retail,16153474048.0,116497000.0,
MPW,Real Estate,REIT—Healthcare Facilities,11084418048.0,535996992.0,
SMCI,Technology,Computer Hardware,1549320448.0,51782100.0,
SGA,Communication Services,Broadcasting,143228160.0,5038970.0,
IEX,Industrials,Specialty Industrial Machinery,14605919232.0,75705800.0,
RICK,Consumer Cyclical,Restaurants,266093168.0,9125280.0,
TOL,Consumer Cyclical,Residential Construction,5601263104.0,126183000.0,
ICFI,Industrials,Consulting Services,1460758528.0,18863100.0,
IBM,Technology,Information Technology Services,110731657216.0,891057024.0,
WLL,Energy,Oil & Gas E&P,941767168.0,38051200.0,
LSCC,Technology,Semiconductors,5846409216.0,136156000.0,
CMTL,Technology,Communication Equipment,420181408.0,24731900.0,
PLCE,Consumer Cyclical,Apparel Retail,634684672.0,14587100.0,
TEX,Industrials,Farm & Heavy Construction Machinery,2452526848.0,69300000.0,
MLAB,Technology,Scientific & Technical Instruments,1455744000.0,5118650.0,
YELP,Communication Services,Internet Content & Information,2167345664.0,73996096.0,
SKY,Consumer Cyclical,Residential Construction,1679340416.0,56638800.0,
SRCL,Industrials,Waste Management,6320784384.0,91552496.0,
TXN,Technology,Semiconductors,147430670336.0,917942016.0,
FFNW,Financial Services,Banks—Regional,107448848.0,9785870.0,
HMSY,Healthcare,Health Information Services,2818597376.0,88551600.0,
KNX,Industrials,Trucking,6971603456.0,169832000.0,
HII,Industrials,Aerospace & Defense,7195534848.0,40492600.0,
EGBN,Financial Services,Banks—Regional,1298425728.0,32235000.0,
MX,Technology,Semiconductors,470529728.0,35538500.0,
PSTI,Healthcare,Biotechnology,152006064.0,25633400.0,
AJG,Financial Services,Insurance Brokers,23067101184.0,192322000.0,
CRS,Industrials,Metal Fabrication,1354599040.0,48018400.0,
WHG,Financial Services,Capital Markets,108013504.0,8373140.0,
SMG,Basic Materials,Agricultural Inputs,10602824704.0,55768800.0,
RWT,Real Estate,REIT—Mortgage,984966400.0,111928000.0,
K,Consumer Defensive,Packaged Foods,21348014080.0,343712992.0,
PKG,Consumer Cyclical,Packaging & Containers,12857159680.0,94830800.0,
MNTX,Industrials,Farm & Heavy Construction Machinery,86489288.0,19791600.0,
FUL,Basic Materials,Specialty Chemicals,2680938752.0,51735600.0,
HCACU,Financial Services,Shell Companies,895771072.0,0.0,
TCO,Real Estate,REIT—Retail,2648632576.0,61725400.0,
GHM,Industrials,Specialty Industrial Machinery,149852896.0,9976890.0,
CEVA,Technology,Semiconductors,868425280.0,22250200.0,
SCVL,Consumer Cyclical,Apparel Retail,511819648.0,14103600.0,
NNN,Real Estate,REIT—Retail,6930009600.0,173540000.0,
BXMT,Real Estate,REIT—Mortgage,4108163840.0,146198000.0,
UNF,Industrials,Specialty Business Services,3741065472.0,15254300.0,
CNX,Energy,Oil & Gas E&P,2406950912.0,224528992.0,
MFA,Real Estate,REIT—Mortgage,1727104000.0,453332992.0,
EWBC,Financial Services,Banks—Diversified,6751186944.0,141564000.0,
IPWR,Industrials,Electrical Equipment & Parts,22017886.0,2975390.0,
MIND,Technology,Scientific & Technical Instruments,32316752.0,12875200.0,
IVR,Real Estate,REIT—Mortgage,594910016.0,181375008.0,
GIS,Consumer Defensive,Packaged Foods,36264333312.0,610918016.0,
SCX,Industrials,Tools & Accessories,30044724.0,6434820.0,
FDS,Financial Services,Financial Data & Stock Exchanges,13353013248.0,37993500.0,
FTK,Energy,Oil & Gas Equipment & Services,168849200.0,73094896.0,
FARM,Consumer Defensive,Packaged Foods,70160800.0,17540200.0,
KRC,Real Estate,REIT—Office,6955397632.0,115251000.0,
WSO,Industrials,Industrial Distribution,8453790720.0,32846300.0,
BHE,Technology,Electronic Components,925722752.0,36474500.0,
SFM,Consumer Defensive,Grocery Stores,2322435584.0,117950000.0,
PRFT,Technology,Information Technology Services,1541157504.0,33008300.0,
BAC,Financial Services,Banks—Diversified,247153065984.0,8650789888.0,
BLL,Consumer Cyclical,Packaging & Containers,30284029952.0,326567008.0,
AMWD,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1590233088.0,16993300.0,
RRC,Energy,Oil & Gas E&P,1858414208.0,256332992.0,
HEES,Industrials,Rental & Leasing Services,1041693056.0,36094700.0,
RSG,Industrials,Waste Management,30272501760.0,318724992.0,
SJM,Consumer Defensive,Packaged Foods,13140090880.0,114093000.0,
LAMR,Real Estate,REIT—Specialty,7936737280.0,86428000.0,
ALEX,Real Estate,REIT—Diversified,1165627904.0,72354304.0,
CHE,Healthcare,Medical Care Facilities,7736623104.0,15951800.0,
WTT,Technology,Communication Equipment,45776448.0,21695000.0,
HOV,Consumer Cyclical,Residential Construction,207602976.0,5517610.0,
SBAC,Real Estate,REIT—Specialty,30605670400.0,111043000.0,
PEBO,Financial Services,Banks—Regional,520445088.0,19721300.0,
LNDC,Consumer Defensive,Packaged Foods,338199200.0,29241900.0,
MPWR,Technology,Semiconductors,13825387520.0,45097000.0,
GDOT,Financial Services,Credit Services,3004495104.0,53479800.0,
CUZ,Real Estate,REIT—Office,5019977728.0,148564000.0,
TRNS,Industrials,Industrial Distribution,254562432.0,7434650.0,
AMS,Healthcare,Medical Care Facilities,11406780.0,5761000.0,
AEY,Technology,Electronics & Computer Distribution,41968484.0,11788900.0,
CMO,Real Estate,REIT—Mortgage,569236736.0,96480800.0,
EW,Healthcare,Medical Devices,52465016832.0,623248000.0,
ERIE,Financial Services,Insurance Brokers,12200280064.0,46189100.0,
WYNN,Consumer Cyclical,Resorts & Casinos,11971523584.0,107871000.0,
ENPH,Technology,Solar,17675249664.0,126333000.0,
FCCO,Financial Services,Banks—Regional,128878056.0,7492910.0,
TXMD,Healthcare,Drug Manufacturers—Specialty & Generic,359718016.0,299764992.0,
IPGP,Technology,Semiconductor Equipment & Materials,11141445632.0,53300700.0,
VPG,Technology,Scientific & Technical Instruments,407394752.0,12552400.0,
HMHC,Consumer Defensive,Education & Training Services,420338976.0,125850000.0,
PBF,Energy,Oil & Gas Refining & Marketing,982647104.0,120128000.0,
NRG,Utilities,Utilities—Independent Power Producers,8103252480.0,244220992.0,
PEB,Real Estate,REIT—Hotel & Motel,2432437760.0,130917000.0,
AP,Industrials,Metal Fabrication,105841632.0,18311700.0,
BOH,Financial Services,Banks—Regional,3155597056.0,40060900.0,
CLW,Basic Materials,Paper & Paper Products,614534272.0,16573200.0,
DYNT,Healthcare,Medical Devices,11648462.0,14389700.0,
PENN,Consumer Cyclical,Resorts & Casinos,11559212032.0,155324000.0,
VSH,Technology,Semiconductors,2787559680.0,132561000.0,
COG,Energy,Oil & Gas E&P,6775860224.0,398580000.0,
FIVE,Consumer Cyclical,Specialty Retail,9148432384.0,55871700.0,
ADC,Real Estate,REIT—Retail,3622891776.0,55370500.0,
RNST,Financial Services,Banks—Regional,1897434240.0,56195300.0,
MCO,Financial Services,Financial Data & Stock Exchanges,51577393152.0,187800000.0,
MPLX,Energy,Oil & Gas Midstream,24192831488.0,1040169984.0,
SWX,Utilities,Utilities—Regulated Gas,3583156736.0,56830400.0,
XYL,Industrials,Specialty Industrial Machinery,17749248000.0,180232000.0,
WEX,Technology,Software—Infrastructure,8285407744.0,44130000.0,
L,Financial Services,Insurance—Property & Casualty,12000954368.0,274872992.0,
HMN,Financial Services,Insurance—Property & Casualty,1767088384.0,41412900.0,
SLGN,Consumer Cyclical,Packaging & Containers,3922521088.0,110587000.0,
PRTA,Healthcare,Biotechnology,445922048.0,39921400.0,
HBAN,Financial Services,Banks—Regional,13153818624.0,1017310016.0,
UHAL,Industrials,Rental & Leasing Services,8448216576.0,19607800.0,
SON,Consumer Cyclical,Packaging & Containers,6151545344.0,100417000.0,
MSI,Technology,Communication Equipment,28547674112.0,169523008.0,
CENX,Basic Materials,Aluminum,1039813376.0,89484800.0,
MORN,Financial Services,Financial Data & Stock Exchanges,8774320128.0,42832900.0,
PGR,Financial Services,Insurance—Property & Casualty,55255904256.0,585400000.0,
TRS,Industrials,Specialty Industrial Machinery,1342139264.0,43225100.0,
BK,Financial Services,Asset Management,35658113024.0,886136000.0,
CCK,Consumer Cyclical,Packaging & Containers,13045059584.0,134763008.0,
PW,Real Estate,REIT—Specialty,53939340.0,1916140.0,
ATVI,Communication Services,Electronic Gaming & Multimedia,64672677888.0,772857024.0,
MKL,Financial Services,Insurance—Property & Casualty,13903205376.0,13777800.0,
JCI,Industrials,Engineering & Construction,32974008320.0,723907968.0,
LGL,Technology,Electronic Components,52967332.0,5213320.0,
FLDM,Healthcare,Diagnostics & Research,466949728.0,74119000.0,
DMLP,Energy,Oil & Gas E&P,404366464.0,34679800.0,
JBT,Industrials,Specialty Industrial Machinery,3832252672.0,31729200.0,
CLCT,Industrials,Specialty Business Services,681200512.0,9026110.0,
WMK,Consumer Defensive,Grocery Stores,1323132288.0,26898400.0,
APEI,Consumer Defensive,Education & Training Services,479818112.0,14809200.0,
EARN,Real Estate,REIT—Mortgage,149742048.0,12334600.0,
LGND,Healthcare,Biotechnology,1492987776.0,16091300.0,
VG,Communication Services,Telecom Services,3327662080.0,248332992.0,
SMIT,Technology,Scientific & Technical Instruments,24326828.0,3754140.0,
UCTT,Technology,Semiconductor Equipment & Materials,1383884928.0,40500000.0,
HIBB,Consumer Cyclical,Specialty Retail,765817856.0,16597700.0,
RMD,Healthcare,Medical Instruments & Supplies,29639467008.0,144908000.0,
ROLL,Industrials,Tools & Accessories,4420321280.0,25101200.0,
MBI,Financial Services,Insurance—Specialty,394755168.0,53928300.0,
MDP,Communication Services,Publishing,891284608.0,40482800.0,
CBNK,Financial Services,Banks—Regional,174843184.0,13681000.0,
EOG,Energy,Oil & Gas E&P,31269058560.0,583377984.0,
HES,Energy,Oil & Gas E&P,17389770752.0,307076992.0,
ADTN,Technology,Communication Equipment,674743744.0,47956200.0,
SAMG,Financial Services,Asset Management,206673680.0,9544610.0,
RRTS,Industrials,Trucking,75406272.0,37892600.0,
SSY,Healthcare,Pharmaceutical Retailers,7934218.0,6899320.0,
DRQ,Energy,Oil & Gas Equipment & Services,1149387392.0,35095800.0,
EMR,Industrials,Specialty Industrial Machinery,49290371072.0,598038976.0,
VIRC,Consumer Cyclical,"Furnishings, Fixtures & Appliances",36771964.0,15713500.0,
XONE,Industrials,Specialty Industrial Machinery,216243136.0,19187500.0,
MITT,Real Estate,REIT—Mortgage,130716976.0,40721800.0,
TEL,Technology,Electronic Components,39054135296.0,330657984.0,
SPG,Real Estate,REIT—Retail,28843155456.0,328128000.0,
CNP,Utilities,Utilities—Regulated Gas,11849857024.0,544819008.0,
DCTH,Healthcare,Medical Devices,64756476.0,4116750.0,
ACGL,Financial Services,Insurance—Diversified,13703411712.0,406027008.0,
LWAY,Consumer Defensive,Packaged Foods,100794880.0,15604500.0,
VBFC,Financial Services,Banks—Regional,48326608.0,1466220.0,
GPS,Consumer Cyclical,Apparel Retail,7798504448.0,374028992.0,
GPK,Consumer Cyclical,Packaging & Containers,4427302400.0,270783008.0,
MO,Consumer Defensive,Tobacco,79912058880.0,1858419968.0,
MXIM,Technology,Semiconductors,22509416448.0,267300992.0,
TZOO,Consumer Cyclical,Travel Services,114574352.0,11310400.0,
RVP,Healthcare,Medical Instruments & Supplies,383480256.0,33816600.0,
QBAK,Industrials,Electrical Equipment & Parts,5005052.0,1925020.0,
NXST,Communication Services,Broadcasting,4610630656.0,44045000.0,
PRSC,Healthcare,Medical Care Facilities,2027829248.0,14183600.0,
NAUH,Consumer Defensive,Education & Training Services,2238008.0,24593500.0,
RJF,Financial Services,Capital Markets,12644300800.0,136600000.0,
STRL,Industrials,Engineering & Construction,465638528.0,28101300.0,
DYSL,Technology,Scientific & Technical Instruments,16503190.0,15002900.0,
EPZM,Healthcare,Biotechnology,1269762560.0,101581000.0,
IEC,Technology,Electronic Components,130553536.0,10479000.0,
RGLD,Basic Materials,Gold,7167958528.0,65604600.0,
FSS,Industrials,Pollution & Treatment Controls,1999693184.0,60523400.0,
VRTX,Healthcare,Biotechnology,58292719616.0,260038000.0,
REFR,Technology,Electronic Components,86833448.0,31575800.0,
AMT,Real Estate,REIT—Specialty,97646903296.0,444212992.0,
APO,Financial Services,Asset Management,17787283456.0,200788000.0,
RGLS,Healthcare,Biotechnology,70490216.0,63504700.0,
ULBI,Industrials,Specialty Industrial Machinery,108311080.0,15928100.0,
NYCB,Financial Services,Banks—Regional,4717903872.0,463904000.0,
AVT,Technology,Electronics & Computer Distribution,3119052544.0,98829296.0,
FSLR,Technology,Solar,9153147904.0,105976000.0,
RLI,Financial Services,Insurance—Property & Casualty,4545168384.0,45055200.0,
MYRG,Industrials,Engineering & Construction,988069760.0,16727100.0,
CRY,Healthcare,Medical Devices,846314176.0,38857400.0,
PSA,Real Estate,REIT—Industrial,38471327744.0,174822000.0,
SCL,Basic Materials,Specialty Chemicals,2651792896.0,22461400.0,
NUS,Consumer Defensive,Household & Personal Products,2639833600.0,51031000.0,
MGYR,Financial Services,Banks—Regional,55027804.0,5810750.0,
CLDT,Real Estate,REIT—Hotel & Motel,551455936.0,46972400.0,
NICK,Financial Services,Credit Services,66300000.0,7800000.0,
ALGT,Industrials,Airlines,2863409664.0,16389500.0,
ATRI,Healthcare,Medical Instruments & Supplies,1140789248.0,1828950.0,
CINF,Financial Services,Insurance—Property & Casualty,12899111936.0,160896992.0,
SGU,Energy,Oil & Gas Midstream,396007008.0,41466700.0,
HOFT,Consumer Cyclical,"Furnishings, Fixtures & Appliances",399741792.0,11890000.0,
STX,Technology,Computer Hardware,16638916608.0,256932000.0,
KRO,Basic Materials,Specialty Chemicals,1655731200.0,115543000.0,
WAFD,Financial Services,Banks—Regional,1928011136.0,75816400.0,
WAL,Financial Services,Banks—Regional,5861189632.0,100829000.0,
SAVE,Industrials,Airlines,2562101760.0,97678304.0,
THS,Consumer Defensive,Packaged Foods,2450803968.0,56509200.0,
NEON,Technology,Electronic Components,81418536.0,11467400.0,
O,Real Estate,REIT—Retail,21220855808.0,350990016.0,
VRA,Consumer Cyclical,Footwear & Accessories,242255120.0,33409300.0,
TMUS,Communication Services,Telecom Services,162881355776.0,1241190016.0,
GLT,Basic Materials,Paper & Paper Products,750259520.0,44367800.0,
SCHL,Communication Services,Publishing,886036480.0,32547100.0,
RGEN,Healthcare,Medical Instruments & Supplies,9586307072.0,52992300.0,
BBGI,Communication Services,Broadcasting,43349200.0,12627200.0,
AXAS,Energy,Oil & Gas E&P,23781792.0,8403460.0,
MTRX,Energy,Oil & Gas Equipment & Services,254365152.0,26468800.0,
CNO,Financial Services,Insurance—Life,3182756352.0,138984992.0,
CHUY,Consumer Cyclical,Restaurants,492756384.0,19694500.0,
NOV,Energy,Oil & Gas Equipment & Services,5559940608.0,388264000.0,
SMLP,Energy,Oil & Gas Midstream,55794352.0,3774990.0,
ACU,Consumer Defensive,Household & Personal Products,101752944.0,3338910.0,
IFF,Basic Materials,Specialty Chemicals,11874284544.0,106937000.0,
GPRE,Basic Materials,Specialty Chemicals,494937216.0,35658300.0,
LAD,Consumer Cyclical,Auto & Truck Dealerships,7179863040.0,26102400.0,
CALM,Consumer Defensive,Farm Products,1831380992.0,43971800.0,
KFY,Industrials,Staffing & Employment Services,2206599424.0,53937900.0,
JPM,Financial Services,Banks—Diversified,364442779648.0,3048199936.0,
KRG,Real Estate,REIT—Retail,1271474432.0,84203600.0,
IMAX,Communication Services,Entertainment,903519424.0,58861200.0,
IHC,Financial Services,Insurance—Life,585365632.0,14637800.0,
THTI,Industrial Goods,Diversified Machinery,3068025.0,20453500.0,
C,Financial Services,Banks—Diversified,122689896448.0,2081959936.0,
ATSG,Industrials,Integrated Freight & Logistics,1808252416.0,59589800.0,
TCBK,Financial Services,Banks—Regional,1014243456.0,29769400.0,
CLRO,Technology,Communication Equipment,51984036.0,18771300.0,
NCR,Technology,Information Technology Services,4319438848.0,128900000.0,
NGS,Energy,Oil & Gas Equipment & Services,154217760.0,13468800.0,
POWI,Technology,Semiconductors,4355479040.0,59860900.0,
OSUR,Healthcare,Medical Instruments & Supplies,921049152.0,71732800.0,
UFCS,Financial Services,Insurance—Property & Casualty,601249408.0,25031200.0,
CVI,Energy,Oil & Gas Refining & Marketing,1620559744.0,100531000.0,
CATM,Industrials,Business Equipment & Supplies,1605257984.0,44479300.0,
SNV,Financial Services,Banks—Regional,4791870464.0,147806000.0,
GFED,Financial Services,Banks—Regional,70175528.0,4364150.0,
BRKS,Technology,Semiconductor Equipment & Materials,5276759040.0,73831800.0,
REGN,Healthcare,Biotechnology,51194335232.0,104857000.0,
AVGO,Technology,Semiconductors,164154589184.0,404500992.0,
DK,Energy,Oil & Gas Refining & Marketing,1217950208.0,73725800.0,
NBHC,Financial Services,Banks—Regional,1009336384.0,30604500.0,
WES,Energy,Oil & Gas Midstream,6405256704.0,416196000.0,
NOVS,Financial Services,Shell Companies,219477504.0,12650000.0,
ITIC,Financial Services,Insurance—Specialty,293134304.0,1892410.0,
SPR,Industrials,Aerospace & Defense,3953992960.0,105637000.0,
CAMP,Technology,Communication Equipment,360004576.0,35019900.0,
EBS,Healthcare,Drug Manufacturers—Specialty & Generic,4434964480.0,52999100.0,
HTLF,Financial Services,Banks—Regional,1775808384.0,42070800.0,
CVV,Industrials,Specialty Industrial Machinery,29585824.0,6648500.0,
MOFG,Financial Services,Banks—Regional,405626784.0,16096300.0,
JAZZ,Healthcare,Biotechnology,8109172736.0,55714000.0,
BCBP,Financial Services,Banks—Regional,189601328.0,17081200.0,
ROG,Technology,Electronic Components,2812015360.0,18675800.0,
CCI,Real Estate,REIT—Specialty,68007063552.0,431297984.0,
PPSI,Industrials,Electrical Equipment & Parts,33857036.0,8726040.0,
CAH,Healthcare,Medical Distribution,15926891520.0,293420992.0,
OESX,Industrials,Electrical Equipment & Parts,298557600.0,30715800.0,
PEGA,Technology,Software—Application,10105773056.0,80697696.0,
UDR,Real Estate,REIT—Residential,11231542272.0,294481984.0,
BV,Industrials,Specialty Business Services,1412814464.0,104903000.0,
WETF,Financial Services,Asset Management,733495232.0,148782000.0,
NTGR,Technology,Communication Equipment,1099240192.0,30282100.0,
H,Consumer Cyclical,Lodging,7444530176.0,38479000.0,
TWI,Industrials,Farm & Heavy Construction Machinery,321615456.0,61377000.0,
SGMO,Healthcare,Biotechnology,1736895360.0,141440992.0,
TGLS,Industrials,Building Products & Equipment,294153504.0,47674800.0,
MTH,Consumer Cyclical,Residential Construction,3245924352.0,37612100.0,
PRMW,Consumer Defensive,Beverages—Non-Alcoholic,2549003520.0,160196992.0,
PTC,Technology,Software—Application,13180585984.0,116663000.0,
FOSL,Consumer Cyclical,Luxury Goods,684088128.0,51473900.0,
TDC,Technology,Information Technology Services,2532481024.0,109300000.0,
STZ,Consumer Defensive,Beverages—Wineries & Distilleries,39824818176.0,169504992.0,
TFX,Healthcare,Medical Instruments & Supplies,17854605312.0,46566700.0,
HEP,Energy,Oil & Gas Midstream,1566838400.0,105440000.0,
EGY,Energy,Oil & Gas E&P,92504320.0,57456100.0,
IRWD,Healthcare,Drug Manufacturers—Specialty & Generic,1890745600.0,160096992.0,
MU,Technology,Semiconductors,78775656448.0,1116909952.0,
TPC,Industrials,Engineering & Construction,666852864.0,50827200.0,
WSM,Consumer Cyclical,Specialty Retail,8041708032.0,76587696.0,
FTI,Energy,Oil & Gas Equipment & Services,4332817408.0,449408000.0,
ST,Technology,Scientific & Technical Instruments,7723920896.0,157310000.0,
HT,Real Estate,REIT—Hotel & Motel,327062272.0,38843500.0,
CIT,Financial Services,Banks—Regional,3739080704.0,98526496.0,
DVN,Energy,Oil & Gas E&P,6181426176.0,382500000.0,
RELV,Consumer Defensive,Packaged Foods,6514258.0,1746450.0,
AOSL,Technology,Semiconductors,634636224.0,25487400.0,
MSA,Industrials,Security & Protection Services,5978962944.0,38953300.0,
VEEV,Healthcare,Health Information Services,39994597376.0,136372000.0,
PFBX,Financial Services,Banks—Regional,68299840.0,4878560.0,
MNOV,Healthcare,Biotechnology,273609088.0,44927600.0,
HCI,Financial Services,Insurance—Property & Casualty,407883264.0,7982060.0,
IMUC,Healthcare,Biotechnology,1161599.0,4193500.0,
VGR,Consumer Defensive,Tobacco,1911563648.0,153292992.0,
CIA,Financial Services,Insurance—Life,311708416.0,49518300.0,
ZAGG,Consumer Cyclical,Specialty Retail,126259152.0,29848500.0,
PDEX,Healthcare,Medical Instruments & Supplies,155815440.0,3860640.0,
EPAM,Technology,Information Technology Services,17983635456.0,55988900.0,
MCHP,Technology,Semiconductors,37802438656.0,268846016.0,
EHTH,Financial Services,Insurance Brokers,1838449280.0,25897300.0,
PKBK,Financial Services,Banks—Regional,186074832.0,11851900.0,
CHEF,Consumer Defensive,Food Distribution,883810944.0,37769700.0,
OMC,Communication Services,Advertising Agencies,13885105152.0,214972992.0,
PCG,Utilities,Utilities—Regulated Electric,23695765504.0,1984569984.0,
CPE,Energy,Oil & Gas E&P,581582016.0,39752700.0,
IVC,Healthcare,Medical Devices,311425888.0,34411700.0,
NTWK,Technology,Software—Application,44932328.0,11640500.0,
OCFC,Financial Services,Banks—Regional,1059031936.0,60378100.0,
ONE,Consumer Defensive,Education & Training Services,621745600.0,161074000.0,
DIT,Consumer Defensive,Food Distribution,50759776.0,551437.0,
FORR,Industrials,Consulting Services,831761024.0,18964000.0,
PACW,Financial Services,Banks—Regional,2952621312.0,118484000.0,
WRE,Real Estate,REIT—Office,1894565248.0,82372400.0,
TSLA,Consumer Cyclical,Auto Manufacturers,578210103296.0,947900992.0,
ALL,Financial Services,Insurance—Property & Casualty,31753822208.0,304068000.0,
UVSP,Financial Services,Banks—Regional,574513152.0,29267100.0,
KFRC,Industrials,Staffing & Employment Services,954651200.0,21956100.0,
FMBI,Financial Services,Banks—Regional,1714530048.0,114302000.0,
APOG,Industrials,Building Products & Equipment,758324992.0,26385700.0,
CLSN,Healthcare,Biotechnology,26360770.0,37417700.0,
NCLH,Consumer Cyclical,Travel Services,8367510528.0,315636000.0,
EXLS,Technology,Information Technology Services,2819374080.0,33809600.0,
NDAQ,Financial Services,Financial Data & Stock Exchanges,20614656000.0,164038000.0,
HFBL,Financial Services,Banks—Regional,48736168.0,1683460.0,
TWER,Communication Services,Telecom Services,142776.0,394409.0,
LANC,Consumer Defensive,Packaged Foods,4753506816.0,27539000.0,
CSOD,Technology,Software—Application,2843177984.0,64603000.0,
HZNP,Healthcare,Drug Manufacturers—General,16679054336.0,220710000.0,
ITT,Industrials,Specialty Industrial Machinery,6712416256.0,86400000.0,
NPK,Industrials,Aerospace & Defense,634203136.0,7023290.0,
